edge_id,from_id,to_id,edge_type_norm,edge_type,status,risk_level,confidence,evidence_text,business_rule,last_updated,next_action,risk_reason,needs_review,text_for_embedding
edge_0010,role_overseas_inbound_docs_coordinator,concept_boe,REFERENCES,references,PASS,,EXTRACTED,source_node:role_overseas_inbound_docs_coordinator | target_node:concept_boe | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0010 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_overseas_inbound_docs_coordinator | target_node:concept_boe | relation:references | confidence:EXTRACTED
edge_0011,role_overseas_inbound_docs_coordinator,concept_customs_clearance,REFERENCES,references,PASS,,EXTRACTED,source_node:role_overseas_inbound_docs_coordinator | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0011 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_overseas_inbound_docs_coordinator | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED
edge_0012,role_overseas_inbound_docs_coordinator,concept_do,REFERENCES,references,PASS,,EXTRACTED,source_node:role_overseas_inbound_docs_coordinator | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0012 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_overseas_inbound_docs_coordinator | target_node:concept_do | relation:references | confidence:EXTRACTED
edge_0013,team_role_matrix,role_overseas_inbound_docs_coordinator,REFERENCES,references,PASS,,EXTRACTED,source_node:team_role_matrix | target_node:role_overseas_inbound_docs_coordinator | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0013 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:team_role_matrix | target_node:role_overseas_inbound_docs_coordinator | relation:references | confidence:EXTRACTED
edge_0014,concept_customs_clearance_docs,concept_bl,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_bl | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0014 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_bl | relation:references | confidence:EXTRACTED
edge_0015,concept_customs_clearance_docs,concept_boe,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_boe | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0015 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_boe | relation:references | confidence:EXTRACTED
edge_0016,concept_customs_clearance_docs,concept_do,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0016 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_do | relation:references | confidence:EXTRACTED
edge_0017,concept_customs_clearance_docs,concept_fanr,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_fanr | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0017 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_fanr | relation:references | confidence:EXTRACTED
edge_0018,concept_customs_clearance_docs,concept_moiat,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_moiat | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0018 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_moiat | relation:references | confidence:EXTRACTED
edge_0019,concept_customs_clearance_docs,concept_msds,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_msds | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0019 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_msds | relation:references | confidence:EXTRACTED
edge_0020,concept_customs_clearance,concept_boe,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance | target_node:concept_boe | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0020 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance | target_node:concept_boe | relation:references | confidence:EXTRACTED
edge_0021,concept_non_collapse_rule,concept_boe,GOVERNS,business_rule_for,PASS,,EXTRACTED,source_node:concept_non_collapse_rule | target_node:concept_boe | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0021 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_non_collapse_rule | target_node:concept_boe | relation:rationale_for | confidence:EXTRACTED
edge_0022,concept_customs_clearance,concept_do,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_customs_clearance | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0022 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance | target_node:concept_do | relation:references | confidence:EXTRACTED
edge_0023,concept_release_order,concept_do,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_release_order | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0023 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_release_order | target_node:concept_do | relation:references | confidence:EXTRACTED
edge_0024,concept_port_call,concept_bl,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_port_call | target_node:concept_bl | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0024 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_port_call | target_node:concept_bl | relation:references | confidence:EXTRACTED
edge_0025,concept_permit_requirement,concept_fanr,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_permit_requirement | target_node:concept_fanr | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0025 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_permit_requirement | target_node:concept_fanr | relation:references | confidence:EXTRACTED
edge_0026,concept_permit_requirement,concept_moiat,REFERENCES,references,PASS,,EXTRACTED,source_node:concept_permit_requirement | target_node:concept_moiat | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0026 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_permit_requirement | target_node:concept_moiat | relation:references | confidence:EXTRACTED
edge_0027,concept_exit_gate_pass,concept_backload,SUPPORTS_PROCESS,supports_process,PASS,,REVIEWED,source_node:concept_exit_gate_pass | target_node:concept_backload | relation:supports_process | confidence:REVIEWED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0027 | SUPPORTS_PROCESS | PASS | REVIEWED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_exit_gate_pass | target_node:concept_backload | relation:supports_process | confidence:REVIEWED
edge_0028,member_roldan,concept_exit_gate_pass,PERFORMS_ROLE,performs_role,PASS,,EXTRACTED,source_node:member_roldan | target_node:concept_exit_gate_pass | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0028 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_roldan | target_node:concept_exit_gate_pass | relation:performs | confidence:EXTRACTED
edge_0029,concept_shipment_tracking,concept_vessel_tracking,SIMILAR_TO,semantically_similar_to,PASS,,REVIEWED,source_node:concept_shipment_tracking | target_node:concept_vessel_tracking | relation:semantically_similar_to | confidence:REVIEWED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0029 | SIMILAR_TO | PASS | REVIEWED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_shipment_tracking | target_node:concept_vessel_tracking | relation:semantically_similar_to | confidence:REVIEWED
edge_0030,member_haitham,concept_inspection_tpi,PERFORMS_ROLE,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_inspection_tpi | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0030 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_inspection_tpi | relation:performs | confidence:EXTRACTED
edge_0031,member_haitham,concept_priority_list,PERFORMS_ROLE,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_priority_list | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0031 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_priority_list | relation:performs | confidence:EXTRACTED
edge_0032,member_haitham,concept_sr,PERFORMS_ROLE,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_sr | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0032 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_sr | relation:performs | confidence:EXTRACTED
edge_0033,member_haitham,concept_vessel_loading,PERFORMS_ROLE,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_vessel_loading | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0033 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_vessel_loading | relation:performs | confidence:EXTRACTED
edge_0034,member_haitham,concept_vessel_tracking,PERFORMS_ROLE,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_vessel_tracking | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0034 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_vessel_tracking | relation:performs | confidence:EXTRACTED
edge_0035,member_haitham,entity_mosb,REFERENCES,references,PASS,,EXTRACTED,source_node:member_haitham | target_node:entity_mosb | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0035 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:entity_mosb | relation:references | confidence:EXTRACTED
edge_0036,member_haitham,member_ken,SHARES_DATA_WITH,shares_data_with,PASS,,EXTRACTED,source_node:member_haitham | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0036 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED
edge_0037,member_haitham,role_marine_mosb_coordinator,PERFORMS_ROLE,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:role_marine_mosb_coordinator | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0037 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:role_marine_mosb_coordinator | relation:performs | confidence:EXTRACTED
edge_0038,member_jhysn,member_haitham,SHARES_DATA_WITH,shares_data_with,PASS,,EXTRACTED,source_node:member_jhysn | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0038 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_jhysn | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED
edge_0039,member_minkyu_cha,member_haitham,SHARES_DATA_WITH,shares_data_with,PASS,,EXTRACTED,source_node:member_minkyu_cha | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0039 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_minkyu_cha | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED
edge_0040,member_sanguk,member_haitham,REFERENCES,references,PASS,,EXTRACTED,source_node:member_sanguk | target_node:member_haitham | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0040 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_sanguk | target_node:member_haitham | relation:references | confidence:EXTRACTED
edge_0041,role_marine_mosb_coordinator,concept_marine_operation,REFERENCES,references,PASS,,EXTRACTED,source_node:role_marine_mosb_coordinator | target_node:concept_marine_operation | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0041 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_marine_operation | relation:references | confidence:EXTRACTED
edge_0042,role_marine_mosb_coordinator,concept_milestone_model,REFERENCES,references,PASS,,EXTRACTED,source_node:role_marine_mosb_coordinator | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0042 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
edge_0043,role_marine_mosb_coordinator,concept_service_request,REFERENCES,references,PASS,,EXTRACTED,source_node:role_marine_mosb_coordinator | target_node:concept_service_request | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0043 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_service_request | relation:references | confidence:EXTRACTED
edge_0044,role_marine_mosb_coordinator,node_mosb,REFERENCES,references,PASS,,EXTRACTED,source_node:role_marine_mosb_coordinator | target_node:node_mosb | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,false,edge_0044 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:node_mosb | relation:references | confidence:EXTRACTED
