:START_ID(OntologyNode-ID),:END_ID(OntologyNode-ID),:TYPE,id:string,edge_type:string,status:string,risk_level:string,confidence:string,evidence_text:string,business_rule:string,last_updated:datetime,next_action:string,risk_reason:string,from_node_type:string,to_node_type:string,ai_ready:boolean,needs_review:boolean,text_for_embedding:string
role_overseas_inbound_docs_coordinator,concept_boe,REFERENCES,edge_0010,references,PASS,,EXTRACTED,source_node:role_overseas_inbound_docs_coordinator | target_node:concept_boe | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,BOEDocument,true,false,edge_0010 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_overseas_inbound_docs_coordinator | target_node:concept_boe | relation:references | confidence:EXTRACTED
role_overseas_inbound_docs_coordinator,concept_customs_clearance,REFERENCES,edge_0011,references,PASS,,EXTRACTED,source_node:role_overseas_inbound_docs_coordinator | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,CustomsEntry,true,false,edge_0011 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_overseas_inbound_docs_coordinator | target_node:concept_customs_clearance | relation:references | confidence:EXTRACTED
role_overseas_inbound_docs_coordinator,concept_do,REFERENCES,edge_0012,references,PASS,,EXTRACTED,source_node:role_overseas_inbound_docs_coordinator | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,DeliveryOrderDocument,true,false,edge_0012 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_overseas_inbound_docs_coordinator | target_node:concept_do | relation:references | confidence:EXTRACTED
team_role_matrix,role_overseas_inbound_docs_coordinator,REFERENCES,edge_0013,references,PASS,,EXTRACTED,source_node:team_role_matrix | target_node:role_overseas_inbound_docs_coordinator | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,ActorRole,true,false,edge_0013 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:team_role_matrix | target_node:role_overseas_inbound_docs_coordinator | relation:references | confidence:EXTRACTED
concept_customs_clearance_docs,concept_bl,REFERENCES,edge_0014,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_bl | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,BillOfLadingDocument,true,false,edge_0014 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_bl | relation:references | confidence:EXTRACTED
concept_customs_clearance_docs,concept_boe,REFERENCES,edge_0015,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_boe | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,BOEDocument,true,false,edge_0015 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_boe | relation:references | confidence:EXTRACTED
concept_customs_clearance_docs,concept_do,REFERENCES,edge_0016,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,DeliveryOrderDocument,true,false,edge_0016 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_do | relation:references | confidence:EXTRACTED
concept_customs_clearance_docs,concept_fanr,REFERENCES,edge_0017,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_fanr | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,CustomsEntry,true,false,edge_0017 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_fanr | relation:references | confidence:EXTRACTED
concept_customs_clearance_docs,concept_moiat,REFERENCES,edge_0018,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_moiat | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,CustomsEntry,true,false,edge_0018 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_moiat | relation:references | confidence:EXTRACTED
concept_customs_clearance_docs,concept_msds,REFERENCES,edge_0019,references,PASS,,EXTRACTED,source_node:concept_customs_clearance_docs | target_node:concept_msds | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,Document,true,false,edge_0019 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance_docs | target_node:concept_msds | relation:references | confidence:EXTRACTED
concept_customs_clearance,concept_boe,REFERENCES,edge_0020,references,PASS,,EXTRACTED,source_node:concept_customs_clearance | target_node:concept_boe | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,CustomsEntry,BOEDocument,true,false,edge_0020 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance | target_node:concept_boe | relation:references | confidence:EXTRACTED
concept_non_collapse_rule,concept_boe,GOVERNS,edge_0021,business_rule_for,PASS,,EXTRACTED,source_node:concept_non_collapse_rule | target_node:concept_boe | relation:rationale_for | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,BOEDocument,true,false,edge_0021 | GOVERNS | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_non_collapse_rule | target_node:concept_boe | relation:rationale_for | confidence:EXTRACTED
concept_customs_clearance,concept_do,REFERENCES,edge_0022,references,PASS,,EXTRACTED,source_node:concept_customs_clearance | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,CustomsEntry,DeliveryOrderDocument,true,false,edge_0022 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_customs_clearance | target_node:concept_do | relation:references | confidence:EXTRACTED
concept_release_order,concept_do,REFERENCES,edge_0023,references,PASS,,EXTRACTED,source_node:concept_release_order | target_node:concept_do | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,CustomsEntry,DeliveryOrderDocument,true,false,edge_0023 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_release_order | target_node:concept_do | relation:references | confidence:EXTRACTED
concept_port_call,concept_bl,REFERENCES,edge_0024,references,PASS,,EXTRACTED,source_node:concept_port_call | target_node:concept_bl | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,BillOfLadingDocument,true,false,edge_0024 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_port_call | target_node:concept_bl | relation:references | confidence:EXTRACTED
concept_permit_requirement,concept_fanr,REFERENCES,edge_0025,references,PASS,,EXTRACTED,source_node:concept_permit_requirement | target_node:concept_fanr | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,CustomsEntry,true,false,edge_0025 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_permit_requirement | target_node:concept_fanr | relation:references | confidence:EXTRACTED
concept_permit_requirement,concept_moiat,REFERENCES,edge_0026,references,PASS,,EXTRACTED,source_node:concept_permit_requirement | target_node:concept_moiat | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,CustomsEntry,true,false,edge_0026 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_permit_requirement | target_node:concept_moiat | relation:references | confidence:EXTRACTED
concept_exit_gate_pass,concept_backload,SUPPORTS_PROCESS,edge_0027,supports_process,PASS,,REVIEWED,source_node:concept_exit_gate_pass | target_node:concept_backload | relation:supports_process | confidence:REVIEWED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,Document,true,false,edge_0027 | SUPPORTS_PROCESS | PASS | REVIEWED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_exit_gate_pass | target_node:concept_backload | relation:supports_process | confidence:REVIEWED
member_roldan,concept_exit_gate_pass,PERFORMS_ROLE,edge_0028,performs_role,PASS,,EXTRACTED,source_node:member_roldan | target_node:concept_exit_gate_pass | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0028 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_roldan | target_node:concept_exit_gate_pass | relation:performs | confidence:EXTRACTED
concept_shipment_tracking,concept_vessel_tracking,SIMILAR_TO,edge_0029,semantically_similar_to,PASS,,REVIEWED,source_node:concept_shipment_tracking | target_node:concept_vessel_tracking | relation:semantically_similar_to | confidence:REVIEWED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,MarineOperation,true,false,edge_0029 | SIMILAR_TO | PASS | REVIEWED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_shipment_tracking | target_node:concept_vessel_tracking | relation:semantically_similar_to | confidence:REVIEWED
member_haitham,concept_inspection_tpi,PERFORMS_ROLE,edge_0030,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_inspection_tpi | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,InspectionEvent,true,false,edge_0030 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_inspection_tpi | relation:performs | confidence:EXTRACTED
member_haitham,concept_priority_list,PERFORMS_ROLE,edge_0031,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_priority_list | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0031 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_priority_list | relation:performs | confidence:EXTRACTED
member_haitham,concept_sr,PERFORMS_ROLE,edge_0032,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_sr | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0032 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_sr | relation:performs | confidence:EXTRACTED
member_haitham,concept_vessel_loading,PERFORMS_ROLE,edge_0033,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_vessel_loading | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,MarineOperation,true,false,edge_0033 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_vessel_loading | relation:performs | confidence:EXTRACTED
member_haitham,concept_vessel_tracking,PERFORMS_ROLE,edge_0034,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:concept_vessel_tracking | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,MarineOperation,true,false,edge_0034 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:concept_vessel_tracking | relation:performs | confidence:EXTRACTED
member_haitham,entity_mosb,REFERENCES,edge_0035,references,PASS,,EXTRACTED,source_node:member_haitham | target_node:entity_mosb | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,OffshoreStagingNode,true,false,edge_0035 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:entity_mosb | relation:references | confidence:EXTRACTED
member_haitham,member_ken,SHARES_DATA_WITH,edge_0036,shares_data_with,PASS,,EXTRACTED,source_node:member_haitham | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0036 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED
member_haitham,role_marine_mosb_coordinator,PERFORMS_ROLE,edge_0037,performs_role,PASS,,EXTRACTED,source_node:member_haitham | target_node:role_marine_mosb_coordinator | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,ActorRole,true,false,edge_0037 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_haitham | target_node:role_marine_mosb_coordinator | relation:performs | confidence:EXTRACTED
member_jhysn,member_haitham,SHARES_DATA_WITH,edge_0038,shares_data_with,PASS,,EXTRACTED,source_node:member_jhysn | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0038 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_jhysn | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED
member_minkyu_cha,member_haitham,SHARES_DATA_WITH,edge_0039,shares_data_with,PASS,,EXTRACTED,source_node:member_minkyu_cha | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0039 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_minkyu_cha | target_node:member_haitham | relation:shares_data_with | confidence:EXTRACTED
member_sanguk,member_haitham,REFERENCES,edge_0040,references,PASS,,EXTRACTED,source_node:member_sanguk | target_node:member_haitham | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0040 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_sanguk | target_node:member_haitham | relation:references | confidence:EXTRACTED
role_marine_mosb_coordinator,concept_marine_operation,REFERENCES,edge_0041,references,PASS,,EXTRACTED,source_node:role_marine_mosb_coordinator | target_node:concept_marine_operation | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,MarineOperation,true,false,edge_0041 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_marine_operation | relation:references | confidence:EXTRACTED
role_marine_mosb_coordinator,concept_milestone_model,REFERENCES,edge_0042,references,PASS,,EXTRACTED,source_node:role_marine_mosb_coordinator | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,MilestoneEvent,true,false,edge_0042 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_marine_mosb_coordinator | target_node:concept_milestone_model | relation:references | confidence:EXTRACTED
